Match Number,Team Number,Autonomous Path,Auto Cross Line,Auto Switch Cubes,Auto Scale Cubes,Own Switch Cubes Teleop,Scale Cubes Teleop,Opponent Switch Cubes Teleop,Exchange Cubes,Single Climb,Climb + 1 Buddy,Climb + 2 Buddies,Played Defense
69,179,"[[218,35],[218,40],[218,47],[218,54],[218,65],[218,75],[218,88],[219,102],[219,118],[219,132],[219,147],[219,162],[219,177],[219,191],[222,205],[225,218],[227,231],[229,245],[231,257],[231,271],[232,284],[232,297],[232,310],[233,321],[234,330],[234,336],[234,339],[234,341]]",1,0,0,0,5,2,0,0,0,0,0
69,2080,"[[131.234375,335.65625],[127.455078125,333.78125],[112.953125,321.4375],[94.671875,299.09375],[85.35546875,284.5625],[78.5,270.1875],[71.46875,256.75],[67.6015625,248.3125],[64.0859375,239.875],[60.921875,229.5625],[58.8125,216.90625],[56.791015625,201.125],[55.736328125,180.96875],[56.52734375,153],[58.548828125,132.0625],[60.21875,123.78125],[61.712890625,119.71875],[63.03125,117.84375],[64.0859375,116.4375],[65.140625,115.03125],[65.84375,114.09375],[66.546875,113.625],[67.25,113.9375],[68.041015625,114.09375]]",1,0,0,1,0,0,7,0,0,0,0
70,5410,"[[235,164],[235,167],[235,170],[236,174],[236,179],[236,185],[237,192],[237,199],[237,207],[237,215],[237,224],[238,232],[238,239],[239,249],[239,257],[239,264],[239,274],[239,283],[239,292],[239,301],[239,310],[239,317],[239,323],[239,329],[239,334],[239,339],[239,343],[240,348],[240,351],[241,353]]",1,0,0,1,0,0,0,0,0,0,0
70,3250,"[[167.34800720214844,345.40399169921875],[167.34800720214844,344.5059814453125],[167.34800720214844,342.7080078125],[168.2469940185547,340.46099853515625],[170.0449981689453,337.76397705078125],[172.29200744628906,334.16900634765625],[175.43800354003906,328.7750244140625],[179.03399658203125,320.68499755859375],[182.17999267578125,311.24700927734375],[185.77499389648438,297.76397705078125],[188.02200317382812,283.38201904296875],[189.37100219726562,267.6519775390625],[189.82000732421875,253.718994140625],[189.82000732421875,240.68499755859375],[189.82000732421875,228.10101318359375],[189.82000732421875,217.31500244140625],[189.82000732421875,205.6290283203125],[190.27000427246094,194.39300537109375],[190.27000427246094,185.85400390625],[190.27000427246094,180.9100341796875],[190.27000427246094,177.7640380859375],[190.718994140625,175.5169677734375],[190.718994140625,174.6180419921875]]",1,1,0,0,2,0,1,1,0,0,0
70,5212,"[[164,330],[164,329],[164,325],[164,323],[165,318],[165,314],[165,310],[165,304],[165,301],[165,296],[165,293],[165,290],[165,287],[165,285],[165,284],[165,282],[165,280],[165,279],[165,278],[165,277],[165,275],[165,274],[165,273],[165,272],[165,271],[165,270],[166,267],[167,266],[167,264],[168,262],[168,261],[168,259],[168,258],[168,257],[169,256],[169,255],[170,255],[170,254],[171,254],[172,254]]",1,0,0,1,0,0,4,1,0,0,0
70,1763,"[[237,331],[237,327],[237,323],[237,314],[237,309],[237,304],[238,300],[239,291],[240,286],[241,281],[241,277],[242,272],[243,265],[243,260],[244,255],[245,243],[245,237],[246,232],[246,226],[246,221],[246,217],[246,213],[247,209],[247,203],[247,201],[247,199],[247,196],[247,195],[247,193],[247,192],[247,191],[247,189],[247,188],[246,187],[246,185],[246,184],[246,183],[246,182],[246,181],[246,180],[246,179],[246,178],[246,177],[246,176],[246,175],[245,175],[245,174],[244,174],[244,173],[243,173],[242,173],[241,173],[239,173],[237,173],[234,173],[231,173],[229,173],[227,173],[225,173],[223,173],[222,173],[221,173],[219,173],[217,173],[216,173]]",1,0,0,2,0,2,2,0,0,0,0
70,6996,"[[239.31100463867188,343.8909912109375],[238.39401245117188,332.97100830078125],[236.614013671875,316.39599609375],[234.9849853515625,307.281982421875],[233.81100463867188,298.2490234375],[233.52099609375,288.583984375],[232.30099487304688,278.864013671875],[231.86700439453125,267.79400634765625],[231.58999633789062,254.77899169921875],[230.94699096679688,242.4580078125],[230.30300903320312,230.4000244140625],[230.30300903320312,218.823974609375],[230.30300903320312,210.13299560546875],[229.66000366210938,201.10400390625],[228.81698608398438,192.3709716796875],[228.37298583984375,184.38201904296875],[228.37298583984375,176.34002685546875],[228.37298583984375,167.72601318359375],[228.37298583984375,161.051025390625],[227.92498779296875,154.60699462890625],[227.73001098632812,149.9439697265625],[229.04598999023438,145.594970703125],[230.12298583984375,141.75],[230.30300903320312,137.63702392578125],[230.30300903320312,133.99200439453125],[230.94699096679688,130.12701416015625],[230.94699096679688,126.0009765625],[230.94699096679688,123.0040283203125],[230.94699096679688,120.406005859375],[230.94699096679688,117.47100830078125],[230.94699096679688,114.58599853515625],[230.94699096679688,112.52197265625],[230.94699096679688,110.38299560546875],[230.94699096679688,107.57000732421875],[230.42098999023438,105.41302490234375],[230.94699096679688,102.9520263671875],[230.94699096679688,101.21099853515625],[229.760986328125,98.9439697265625],[229.66000366210938,97.125],[228.89700317382812,95.2869873046875],[228.4580078125,94.323974609375],[228.02499389648438,93.24700927734375],[226.95199584960938,92.9520263671875],[226.12100219726562,91.98699951171875],[225.43499755859375,91.66497802734375],[224.3599853515625,91.66497802734375],[223.27899169921875,91.07501220703125],[221.82200622558594,91.02197265625],[220.4739990234375,91.02197265625],[218.74899291992188,91.02197265625],[217.67799377441406,91.02197265625],[216.59800720214844,91.02197265625],[215.52099609375,91.02197265625],[213.80299377441406,91.66497802734375],[212.72999572753906,91.66497802734375],[211.0019989013672,91.66497802734375],[209.9250030517578,92.30902099609375],[208.8489990234375,92.30902099609375],[206.4759979248047,92.9630126953125],[205.40699768066406,92.9520263671875],[204.33299255371094,92.9520263671875],[203.2469940185547,92.9520263671875],[202.17100524902344,93.59600830078125],[201.10299682617188,93.59600830078125],[200.70599365234375,92.905029296875],[199.5780029296875,92.9520263671875],[198.50399780273438,92.9520263671875],[198.09800720214844,92.9520263671875],[197.16700744628906,92.9520263671875],[196.70199584960938,92.9520263671875],[195.8800048828125,92.9520263671875],[195.03900146484375,92.9520263671875],[193.9739990234375,93.89300537109375],[193.30599975585938,93.59600830078125],[192.72799682617188,93.59600830078125],[192.01499938964844,93.59600830078125],[190.9409942626953,93.59600830078125],[189.85699462890625,94.14898681640625],[188.802001953125,94.239013671875],[188.41000366210938,94.9520263671875],[187.26499938964844,94.88201904296875],[185.8280029296875,95.24298095703125],[184.46800231933594,94.73101806640625],[181.56700134277344,94.88201904296875],[179.36199951171875,94.88201904296875],[177.21800231933594,94.88201904296875],[175.67300415039062,94.27001953125],[174.16299438476562,94.239013671875],[172.8419952392578,93.4000244140625],[170.50100708007812,93.59600830078125],[168.3459930419922,94.239013671875],[166.18699645996094,94.239013671875],[163.3730010986328,94.239013671875],[161.2209930419922,94.239013671875],[158.22900390625,95.0999755859375],[154.33099365234375,95.541015625],[148.51800537109375,96.16900634765625],[145.28500366210938,96.84100341796875],[142.6840057373047,97.9229736328125],[140.0850067138672,98.3599853515625],[137.5540008544922,98.74298095703125],[132.58700561523438,99.385986328125],[129.73500061035156,100.030029296875],[124.84500122070312,100.030029296875],[122.04200744628906,100.030029296875],[117.11599731445312,100.030029296875],[114.30900573730469,99.385986328125],[112.13699340820312,99.385986328125],[110.30400085449219,100.030029296875],[108.47599792480469,100.030029296875],[106.86099243164062,100.030029296875],[104.80400085449219,99.6929931640625],[103.41799926757812,99.385986328125],[101.7030029296875,99.385986328125],[99.62800598144531,99.385986328125],[97.47799682617188,99.385986328125],[93.80500030517578,99.385986328125],[92.44599914550781,99.385986328125],[90.71900177001953,99.385986328125],[89.64700317382812,99.385986328125],[86.22000122070312,99.385986328125],[85.13500213623047,99.385986328125],[84.04000091552734,99.385986328125],[82.35900115966797,99.385986328125],[79.08899688720703,99.385986328125],[77.56500244140625,99.385986328125],[76.84500122070312,99.385986328125],[76.28700256347656,99.385986328125],[75.87999725341797,99.64801025390625],[75.18599700927734,100.030029296875],[74.49500274658203,100.030029296875],[73.91300201416016,99.3499755859375],[73.0479965209961,99.385986328125],[72.63500213623047,99.385986328125],[71.6969985961914,98.74298095703125],[71.2040023803711,98.74298095703125],[70.56099700927734,97.92901611328125],[69.95899963378906,98.0999755859375],[70.74700164794922,98.0999755859375],[71.4000015258789,98.0999755859375],[71.3759994506836,97.448974609375],[72.27799987792969,97.45599365234375],[72.01899719238281,96.760986328125],[72.69300079345703,96.81298828125],[72.66200256347656,97.48101806640625],[72.66200256347656,96.802001953125],[71.84600067138672,96.81298828125],[71.05400085449219,96.16900634765625],[70.55899810791016,96.16900634765625],[70.73200225830078,95.3690185546875],[70.73200225830078,94.8480224609375],[70.08899688720703,94.35101318359375],[70.572998046875,93.7540283203125],[70.73200225830078,92.83099365234375],[70.73200225830078,91.75299072265625],[71.3759994506836,90.0570068359375],[71.94300079345703,89.1669921875],[72.01899719238281,88.083984375],[72.01899719238281,87.405029296875],[72.01899719238281,86.58099365234375],[71.3759994506836,85.49298095703125],[71.3759994506836,84.41400146484375],[72.01899719238281,81.23297119140625],[72.66200256347656,79.875],[72.66200256347656,78.135009765625],[72.66200256347656,74.458984375],[72.66200256347656,72.9310302734375],[73.30599975585938,70.53802490234375],[74.0009994506836,68.39801025390625],[73.9489974975586,66.8790283203125],[74.59300231933594,65.3590087890625],[74.59300231933594,63.9229736328125],[75.23600006103516,62.8389892578125],[75.23600006103516,61.7650146484375],[75.98500061035156,60.67498779296875],[76.52300262451172,59.156982421875],[76.52300262451172,58.52801513671875],[76.52300262451172,58.03497314453125],[76.52300262451172,57.5150146484375],[76.52300262451172,58.52801513671875]]",1,0,0,0,2,0,2,0,0,0,0
71,3390,"[[77,342],[77,326],[77,319],[78,312],[78,306],[78,301],[78,298],[78,295],[78,290],[78,283],[78,275],[77,270],[76,265],[75,260],[74,255],[72,251],[70,244],[67,237],[65,229],[62,222],[61,217],[59,211],[58,206],[57,202],[56,198],[55,194],[54,190],[54,187],[54,185],[54,183],[54,182],[54,180],[54,179],[54,178],[54,177],[54,176],[54,172],[56,164]]",1,0,0,0,5,0,3,0,0,0,0
71,2521,"[[253,352],[253,349],[253,344],[253,340],[253,335],[253,330],[253,325],[253,320],[253,314],[253,309],[253,302],[253,296],[253,290],[253,284],[253,279],[252,273],[252,267],[252,262],[252,256],[252,252],[251,246],[251,241],[250,236],[249,229],[248,222],[248,216],[247,211],[247,206],[247,202],[247,198],[247,194],[246,191],[246,189],[246,186],[246,183],[246,181],[246,179],[245,177],[245,175],[245,173],[245,171],[245,170],[245,167],[245,165],[245,163],[245,160],[245,158],[245,155],[245,154],[244,152],[244,150],[244,148],[243,146],[243,144],[242,142],[242,139],[242,136],[241,133],[241,130],[241,126],[241,122],[241,118],[241,115],[241,112],[241,110],[241,107],[240,105],[239,103],[238,102],[237,101],[236,101],[234,100],[232,99],[229,99],[226,99],[222,98],[218,98],[214,97],[210,97],[207,97],[204,97],[201,96],[198,96],[195,96],[192,96],[189,96],[186,96],[182,96],[179,96],[177,96],[175,96],[172,96],[170,96],[168,96],[166,96],[164,96],[162,96],[160,96],[158,96],[156,96],[154,96],[153,96],[152,96],[151,96],[150,96],[149,96],[148,96],[147,96],[145,96],[143,96],[142,96],[141,96],[140,96],[139,96],[138,96],[137,96],[136,96],[135,96],[134,96],[133,96],[132,96],[131,96],[130,96],[129,96],[128,96],[127,95],[126,95],[125,95],[124,95],[123,95],[122,95],[121,95],[121,94],[120,94],[119,94],[118,94],[117,94],[116,94],[115,94],[113,94],[111,94],[108,94],[105,94],[102,94],[98,94],[95,93],[93,93],[91,93],[90,93],[89,93],[88,93],[87,93],[86,93],[85,93],[84,94],[82,95],[81,97],[78,99],[76,103],[74,106],[72,110],[71,113],[69,115],[68,116],[68,118],[68,119],[68,120],[68,121],[67,122],[67,123],[67,124],[67,125],[67,124],[67,123],[67,122],[67,121],[67,120],[67,119],[67,118],[112,91],[110,91],[108,91],[106,91],[103,91],[100,91],[95,91],[91,91],[87,91],[83,91],[80,92],[78,92],[77,93],[76,93],[75,93],[74,93],[73,93],[73,91],[72,88],[72,85],[71,82],[71,80],[71,78],[70,76],[69,74],[69,72],[69,69],[69,67],[69,65],[69,63],[69,61],[69,60],[69,59],[69,57],[70,56],[71,55],[72,54],[73,52],[75,51],[76,51],[77,50],[78,50],[80,49],[82,49],[82,48],[84,48],[85,48],[86,48],[87,48],[89,48],[90,48],[91,48],[97,48]]",1,0,1,0,3,0,0,0,0,0,0
71,7312,"[[178.58399963378906,372.6519775390625],[178.13499450683594,372.2020263671875],[177.23599243164062,371.302978515625],[176.78700256347656,369.0560302734375],[176.78700256347656,365.010986328125],[175.88800048828125,358.718994140625],[175.88800048828125,349.281005859375],[175.43800354003906,338.4940185546875],[174.53900146484375,327.25799560546875],[173.63999938964844,316.9210205078125],[173.63999938964844,305.68499755859375],[173.1909942626953,294.89898681640625],[173.1909942626953,285.46099853515625],[173.1909942626953,276.47198486328125],[173.1909942626953,267.9329833984375],[174.08999633789062,260.2919921875],[174.98899841308594,253.551025390625],[176.78700256347656,247.25799560546875],[179.03399658203125,240.51702880859375],[181.72999572753906,232.427001953125],[184.427001953125,224.7860107421875],[187.12399291992188,218.04498291015625],[189.82000732421875,211.75299072265625],[193.41600036621094,205.46099853515625],[197.91000366210938,200.0670166015625],[202.85400390625,194.67401123046875],[208.2469940185547,189.281005859375],[213.63999938964844,184.7860107421875],[220.3820037841797,180.2919921875],[227.572998046875,176.24700927734375],[233.864990234375,173.10101318359375],[240.15701293945312,170.85400390625],[247.34799194335938,169.0560302734375],[254.989013671875,167.25799560546875],[264.427001953125,165.010986328125],[274.7640075683594,162.7640380859375],[284.6520080566406,160.0670166015625],[289.5950012207031,158.718994140625],[297.68499755859375,156.47198486328125],[303.52801513671875,155.1240234375],[307.572998046875,154.2249755859375],[310.718994140625,154.2249755859375],[312.96600341796875,154.2249755859375],[315.2130126953125,154.2249755859375],[317.46099853515625,154.2249755859375],[321.0559997558594,153.7750244140625]]",0,0,0,0,0,1,0,0,0,0,0
71,6459,"[[193,206],[193,211],[193,219],[192,229],[192,237],[192,249],[192,257],[192,264],[193,273],[193,280],[194,286],[194,292],[195,300],[195,306],[195,312],[197,317],[198,321],[199,326],[200,330],[200,334],[201,336],[201,338],[201,341],[201,343],[201,346],[201,348],[201,349],[201,350],[201,349],[187,197],[187,203],[187,209],[188,216],[190,224]]",1,0,0,3,0,2,1,0,0,0,0
72,7193,"[[77,347],[76,346],[75,344],[73,342],[72,339],[70,335],[67,330],[65,326],[63,321],[60,317],[59,313],[58,310],[57,307],[56,304],[55,300],[53,294],[51,284],[49,272],[47,262],[45,255],[44,249],[43,243],[42,240],[41,237],[40,236],[40,234],[39,232],[39,230],[38,228],[37,225],[36,222],[34,220],[33,217],[32,215],[30,212],[28,209],[26,206],[25,204],[24,203],[23,202],[23,201],[22,201],[22,200],[21,199],[21,198],[20,197],[19,195],[18,193],[16,191],[15,189],[14,187],[14,186],[14,183],[14,175]]",1,0,0,3,0,0,0,0,0,0,0
71,1983,"[[145,341],[143,339],[138,333],[136,329],[134,324],[132,320],[128,312],[127,308],[125,304],[123,300],[121,297],[120,293],[118,290],[117,288],[116,284],[115,281],[115,278],[113,272],[112,268],[111,265],[110,259],[110,256],[110,254],[110,252],[110,249],[110,247],[109,245],[109,243],[109,241],[108,239],[108,237],[108,236],[108,234],[108,232],[108,231],[108,229],[108,228],[108,227],[108,226],[108,224],[108,223],[108,222],[108,221],[108,220],[107,219]]",1,1,0,3,4,0,0,0,0,0,0
71,2584,"[[52.71600341796875,351.176025390625],[51.928001403808594,349.166015625],[49.637001037597656,339.03399658203125],[49.499000549316406,331.75701904296875],[48.855003356933594,321.75201416015625],[48.855003356933594,310.56597900390625],[48.855003356933594,300.156005859375],[48.295997619628906,288.666015625],[48.211997985839844,277.2540283203125],[47.428001403808594,265.6939697265625],[47.63500213623047,254.4539794921875],[48.211997985839844,242.9959716796875],[48.211997985839844,231.416015625],[48.855003356933594,220.13201904296875],[49.499000549316406,208.6939697265625],[49.499000549316406,198.00701904296875],[49.499000549316406,187.15301513671875],[49.499000549316406,177.3759765625],[48.678001403808594,168.6619873046875],[48.855003356933594,159.23199462890625],[47.785003662109375,151.6500244140625],[46.714996337890625,144.1619873046875],[46.92500305175781,136.61700439453125],[46.92500305175781,127.90301513671875],[46.06300354003906,120.29302978515625],[46.28199768066406,112.6409912109375],[46.28199768066406,104.42999267578125],[46.28199768066406,96.9539794921875],[46.28199768066406,90.03497314453125],[46.28199768066406,83.5260009765625],[47.19200134277344,77.11102294921875],[46.92500305175781,69.88299560546875],[46.92500305175781,63.45599365234375],[46.92500305175781,57.010009765625],[46.19999694824219,50.5579833984375],[46.28199768066406,42.85601806640625],[46.28199768066406,36.260009765625],[46.28199768066406,30.58697509765625],[46.28199768066406,23.99298095703125],[46.28199768066406,18.781005859375],[46.28199768066406,13.7139892578125],[46.92500305175781,9.51300048828125],[46.92500305175781,5.18597412109375],[46.92500305175781,2.4959716796875],[47.512001037597656,-0.31500244140625],[49.02100372314453,-3.3349609375],[48.855003356933594,-3.968017578125],[61.08100128173828,10.95098876953125],[59.90699768066406,12.32598876953125],[58.45099639892578,15.1820068359375],[56.727996826171875,18.9119873046875],[53.92900085449219,32.18701171875],[52.849998474121094,39.16998291015625],[51.77100372314453,46.4229736328125],[51.42900085449219,52.86798095703125],[51.42900085449219,58.1920166015625],[51.75,61.65899658203125],[52.85399627685547,64.97198486328125],[55.144996643066406,66.343017578125],[58.66600036621094,67.13201904296875],[62.98200225830078,67.13201904296875],[67.30699920654297,67.7750244140625],[71.61699676513672,69.1829833984375],[75.93800354003906,70.52398681640625],[80.25399780273438,73.5009765625],[83.52100372314453,76.05999755859375],[86.76100158691406,78.46099853515625],[89.36900329589844,81.89697265625],[91.10099792480469,85.54998779296875],[92.177001953125,88.14501953125],[92.61900329589844,92.25701904296875],[93.69599914550781,94.843017578125],[94.77699279785156,97.20501708984375],[96.52900695800781,100.67999267578125],[97.11300659179688,101.87701416015625]]",1,0,0,1,4,0,4,0,0,0,0
72,1515,"[[251.59500122070312,324.16900634765625],[251.59500122070312,324.16900634765625],[251.59500122070312,324.16900634765625],[251.14599609375,323.718994140625],[250.24700927734375,322.3709716796875],[249.34799194335938,318.7750244140625],[248.44900512695312,311.583984375],[246,299],[244.85400390625,282.82000732421875],[243.95498657226562,263.04498291015625],[244.40399169921875,239.67401123046875],[245.75299072265625,218.10101318359375],[247.10101318359375,197.8759765625],[248,178],[248.89898681640625,160.1240234375],[249.79800415039062,142.14599609375],[250.69699096679688,126.416015625],[251.59500122070312,111.583984375],[252.49398803710938,99.89898681640625],[252.49398803710938,90.010986328125],[252.49398803710938,80.1240234375],[252.94400024414062,71.583984375],[252.94400024414062,65.2919921875],[253.39300537109375,60.3480224609375],[253.39300537109375,57.2020263671875],[253.39300537109375,55.40399169921875],[254.74200439453125,54.0560302734375],[259.2359924316406,51.80902099609375]]",1,0,0,0,0,2,0,0,0,0,0
72,3959,"[[69,327],[69,325],[69,323],[70,318],[70,312],[70,309],[70,301],[70,297],[70,293],[70,284],[70,281],[70,276],[70,272],[71,264],[71,261],[71,258],[71,255],[72,252],[72,249],[72,245],[72,242],[72,239],[72,235],[72,232],[70,227],[69,224],[69,222],[68,219],[68,217],[68,215],[68,213],[68,211],[68,209],[68,207],[68,205],[67,203],[67,202],[66,199],[66,198],[65,197],[65,196],[64,195],[64,194],[64,193],[64,192],[64,191]]",1,0,0,0,3,7,0,0,0,0,0
72,2522,"[[177,337],[177,334],[177,332],[177,329],[177,327],[178,323],[179,320],[181,316],[182,312],[182,308],[183,304],[184,300],[184,295],[185,291],[185,287],[186,282],[186,277],[186,273],[186,269],[186,265],[186,261],[187,257],[187,253],[188,250],[188,248],[188,245],[189,241],[190,237],[190,233],[191,230],[191,228],[192,225],[192,222],[192,219],[192,217],[192,215],[193,214],[193,211],[193,209],[194,208],[194,207],[194,206],[194,205],[195,203],[196,202],[196,201],[196,200],[196,201],[196,202],[194,203],[192,204],[190,205],[188,205],[185,206],[183,207],[180,208],[178,209],[176,211],[174,213],[172,216],[170,218],[169,220],[167,222],[167,224],[166,226],[165,228],[164,229],[163,230],[163,231],[163,232],[162,233],[161,234],[161,235],[160,236],[160,237],[161,236],[162,235],[163,232],[165,230],[167,227],[169,223],[172,219],[175,215],[180,211],[184,207],[188,205],[190,203],[192,203],[193,202],[194,202],[198,199]]",1,1,0,1,4,0,1,0,0,0,0
72,1178,"[[202.69140625,379.15625],[203.921875,329.15625],[217.984375,273.53125],[221.5,255.09375],[222.5546875,229.3125],[222.02734375,221.34375],[221.5,207.4375],[220.26953125,191.5],[220.09375,187.90625],[219.654296875,184.46875],[219.654296875,184],[219.830078125,184.46875]]",1,0,0,2,0,0,4,0,0,0,0
72,1775,"[[234,171],[234,178],[234,188],[234,198],[234,209],[234,219],[234,231],[234,241],[233,253],[233,263],[232,273],[232,281],[232,289],[232,296],[232,306],[232,312],[232,318],[232,323],[232,328],[232,333],[231,337],[230,339],[229,340],[228,340]]",1,0,0,2,2,0,0,0,0,0,0
72,1710,"[[225,365],[225,362],[225,357],[225,350],[225,343],[225,333],[225,323],[225,313],[225,305],[225,297],[225,290],[225,283],[225,276],[226,270],[226,265],[228,258],[230,252],[232,246],[234,240],[235,234],[237,228],[238,222],[240,217],[241,211],[243,205],[244,199],[245,192],[246,187],[247,181],[247,176],[248,171],[248,167],[249,162],[249,159],[249,156],[249,153],[249,149],[249,146],[249,143],[249,140],[249,137],[249,134],[249,131],[249,129],[249,128],[249,127],[249,126],[248,125],[247,125],[246,125],[244,125],[243,125],[240,125],[238,125],[235,126],[233,126],[232,127],[231,128]]",1,1,0,0,0,0,6,0,0,0,0
73,2073,"[[252.2919921875,328.43798828125],[252.2919921875,328.43798828125],[252.2919921875,328.43798828125],[252.2919921875,328.43798828125],[251.84298706054688,327.53900146484375],[250.04501342773438,324.39300537109375],[247,319],[244.65200805664062,310.010986328125],[242.40399169921875,299.67401123046875],[240.60699462890625,287.989013671875],[239.25799560546875,274.5059814453125],[238.80899047851562,259.2249755859375],[239.25799560546875,243.04498291015625],[240.15701293945312,227.76397705078125],[241.05599975585938,214.281005859375],[241.95498657226562,205.2919921875],[242.85400390625,198.551025390625],[243.75299072265625,194.0560302734375],[245.10101318359375,190.46099853515625],[246,187]]",1,0,0,0,5,0,0,0,0,0,0
73,6024,"[[232,158],[232,163],[232,171],[232,180],[232,194],[232,206],[233,216],[233,227],[234,238],[234,248],[234,257],[235,266],[235,273],[236,280],[237,287],[237,292],[238,298],[238,304],[239,309],[239,314],[240,320],[241,325],[241,328],[242,328]]",1,0,0,1,0,0,4,0,0,0,0
73,4188,"[[170.169921875,354.3125],[168.8515625,354.78125],[166.654296875,354.625],[159.53515625,352.75],[144.76953125,343.53125],[132.11328125,329],[122.884765625,315.25],[113.3046875,300.71875],[106.80078125,287.28125],[101.52734375,274.9375],[98.1875,264.78125],[96.78125,256.8125],[96.25390625,248.6875],[96.78125,239.9375],[98.451171875,231.65625],[100.560546875,224.3125],[102.23046875,218.375],[103.900390625,213.375],[104.779296875,209],[106.185546875,204.625],[108.03125,198.6875]]",1,1,0,0,5,0,0,1,0,0,0
73,5472,"[[141,319],[141,314],[142,306],[142,302],[143,298],[144,294],[144,287],[145,284],[145,278],[145,277],[145,274],[145,273],[145,272],[145,271],[145,270],[144,270],[142,270],[141,270],[139,270],[137,270],[134,269],[130,269],[127,268],[125,268],[122,267],[121,266],[119,265],[118,265],[117,264],[116,264],[115,263],[114,263],[113,262],[112,262],[112,261],[111,261],[111,260],[110,260],[110,259],[110,258],[110,256],[110,254],[109,250],[108,247],[108,245],[107,242],[107,239],[106,236],[106,233],[105,230],[105,227],[105,224],[104,222],[104,220],[103,218],[103,216],[103,215],[103,214],[103,213],[103,212],[103,211],[103,210],[103,209],[102,209],[102,211],[102,213],[102,215],[102,218],[102,222],[102,224],[102,228],[102,229],[102,230],[102,231],[103,232],[103,233],[103,234],[104,235],[104,236],[105,238],[105,239],[106,240],[106,242],[107,243],[108,244],[108,245],[109,246],[110,247],[111,247],[112,248],[113,248],[114,248],[115,249],[118,249],[123,250],[131,250],[137,251],[143,252],[147,252],[151,254],[155,255],[157,255],[159,256],[160,257],[161,257],[161,258],[161,259],[162,260],[162,262],[162,263],[162,266],[162,273],[162,278],[162,283],[162,287],[161,292],[161,296],[161,300],[161,303],[160,306],[159,309],[159,311],[159,313],[158,314],[158,316],[157,318],[156,319],[156,320],[155,321],[154,322],[154,323],[153,324],[152,324],[151,324],[150,324],[146,323],[142,321],[137,319],[134,318],[130,316],[126,316],[125,315],[125,314],[125,313],[125,311],[126,307],[126,301],[126,287],[126,281],[126,275],[126,269],[126,262],[126,260],[126,258],[126,256],[125,255],[124,254],[123,252],[122,251],[121,249],[119,247],[117,245],[116,243],[115,241],[113,240],[112,238],[112,237],[111,236],[111,235],[111,234],[111,233],[112,231],[113,229],[114,227],[115,225],[118,220],[121,215],[122,213],[122,212],[123,211],[123,210]]",1,1,0,1,8,0,0,0,0,0,0
73,6390,"[[257,365],[257,361],[257,357],[257,352],[257,346],[257,337],[257,324],[257,312],[256,301],[256,289],[256,277],[255,262],[255,249],[255,237],[255,222],[255,210],[255,199],[255,188],[255,177],[255,170],[255,164],[256,160]]",1,0,0,1,1,0,3,1,0,0,0
73,7327,"[[67,316],[67,312],[66,306],[65,300],[64,295],[64,290],[63,285],[62,280],[62,276],[61,271],[60,267],[60,262],[59,257],[59,251],[58,247],[58,242],[56,237],[56,232],[56,228],[56,224],[56,221],[56,217],[56,214],[55,210],[55,207],[55,204],[55,201],[54,199],[54,197],[53,194],[53,192],[53,191],[53,190],[53,189],[53,188],[54,185]]",1,0,0,0,0,0,0,0,0,0,1
74,2576,"[[230,190],[230,197],[230,206],[230,216],[229,225],[228,233],[228,243],[227,252],[227,261],[227,272],[227,282],[228,292],[228,301],[229,311],[229,320],[229,329],[229,336],[229,343],[229,348],[229,353],[229,356],[229,359],[229,361],[229,362]]",1,0,0,0,1,0,0,0,0,0,1
74,7081,"[[62.15234375,354.1875],[54.76953125,349.1875],[50.814453125,345.75],[45.8046875,339.8125],[40.53125,329.03125],[33.763671875,309.65625],[30.6875,291.6875],[29.45703125,271.84375],[28.841796875,252.3125],[28.666015625,236.0625],[29.28125,222.15625],[30.775390625,210.90625],[32.357421875,201.53125],[36.751953125,185.59375],[39.4765625,178.71875],[43.16796875,172.3125],[47.5625,167.78125],[52.923828125,164.34375],[57.7578125,162],[62.416015625,161.21875],[65.66796875,160.59375],[68.65625,160.28125],[71.1171875,159.65625],[73.138671875,159.34375],[74.10546875,159.03125],[74.984375,158.5625]]",1,0,0,3,0,0,6,0,0,0,0
74,6072,"[[166,349],[166,345],[165,341],[163,338],[161,334],[158,326],[155,321],[154,317],[153,314],[152,310],[151,307],[151,304],[151,302],[151,299],[151,297],[151,294],[151,291],[151,288],[151,286],[151,283],[151,281],[151,279],[151,278],[151,276],[150,276],[148,276],[146,276],[144,276],[141,276],[136,276],[131,276],[124,276],[117,276],[112,276],[108,276],[104,276],[102,276],[101,276],[100,276],[100,275],[99,275],[99,274],[99,273],[99,271],[98,269],[98,266],[97,263],[97,259],[97,254],[97,248],[97,243],[97,239],[97,233],[97,228],[97,225],[97,222],[97,221],[97,220],[97,218]]",1,1,0,0,5,0,2,0,0,0,0
74,4191,"[[62,355],[62,350],[62,343],[62,337],[62,331],[62,323],[61,317],[61,310],[61,303],[61,295],[61,288],[61,280],[59,273],[59,266],[57,258],[56,250],[54,244],[53,236],[53,230],[52,224],[52,218],[50,213],[50,208],[49,204],[49,200],[48,196],[47,191],[45,187],[45,182],[44,178],[44,175],[43,172],[43,170],[43,169],[43,168],[43,166],[44,165],[47,164],[49,163],[52,162],[54,161],[58,160],[61,160],[65,160],[67,160],[69,160],[70,160],[71,160]]",1,1,0,0,0,0,5,1,0,0,0
