Team Number,Match Number,Starting Position,Hab Line 1/0,Auto # H Ship Side,Auto # H Ship Front,Auto # C Ship Side,Auto C Rkt Lvl,Auto H Rkt Lvl,Auto H Rkt Lvl [2],Auto # C Dropped,Auto # H Dropped,Tele H Ship,Tele C Ship,Tele Rocket H L1,Tele Rocket H L2,Tele Rocket H L3,Tele Rocket C L1,Tele Rocket C L2,Tele Rocket C L3,Tele Dropped C,Tele Dropped H,Def pl amt,Def pl quality,Def rec amt,Who Played D,Fouls? 0/1,Dead 0-3,Highest success,Highest attempt,Was assisted? 1/0
2265,110,R2,1,0,0,0,0,0,0,0,0,1,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0
5567,111,M,1,0,1,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,2,0,0,0,0,0,0,3,3,0
51,111,L2,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,1,2,0,0,0,0,3,3,0
103,111,R1,1,0,0,0,0,0,0,0,1,0,0,2,2,0,2,2,0,0,0,0,0,2,3624,0,0,2,2,0
365,111,R2,1,0,0,0,0,0,0,0,0,0,3,1,0,0,2,2,2,0,0,0,0,0,0,0,0,2,2,0
3624,111,L2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,2,2,0
2791,111,L1,1,0,0,0,0,2,2,0,0,2,1,2,0,2,2,2,2,0,0,0,0,0,0,0,0,2,2,0
3381,112,M,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2500,112,R2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,1,0
217,112,R2,1,0,0,0,0,2,0,0,0,0,0,2,1,2,2,2,2,0,0,0,0,1,3381,0,0,3,3,0
1690,112,L2,1,0,0,0,0,2,0,0,0,0,3,2,1,1,1,2,0,2,0,0,0,1,3351,0,0,0,0,0
3926,112,R2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0
868,112,L2,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,3,1,0,0,2,2500,0,0,1,2,0
772,113,R1,1,0,0,0,0,1,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0
1317,113,M,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0
5951,113,R2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,1,2,0
225,113,L2,1,0,0,0,0,1,0,0,0,0,0,1,2,2,2,2,2,0,0,0,0,0,0,0,0,2,2,0
190,113,L2,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,3,3,0
7719,113,R2,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0
250,114,R2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0
1676,114,M,1,0,1,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,1,0,0,3,250,0,0,1,2,0
2830,114,L2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,2,0
125,114,R1,1,0,0,0,0,1,0,0,0,0,4,0,1,1,0,2,1,1,1,0,0,1,2830,0,0,3,3,0
5943,114,L2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,2,0
1918,114,R2,1,0,0,0,0,0,0,0,0,0,2,1,2,1,1,1,0,1,1,0,0,2,250,0,0,0,1,0
2265,110,R2,1,0,0,0,0,0,0,0,0,1,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0
5567,111,M,1,0,1,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,2,0,0,0,0,0,0,3,3,0
51,111,L2,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,1,2,0,0,0,0,3,3,0
103,111,R1,1,0,0,0,0,0,0,0,1,0,0,2,2,0,2,2,0,0,0,0,0,2,3624,0,0,2,2,0
365,111,R2,1,0,0,0,0,0,0,0,0,0,3,1,0,0,2,2,2,0,0,0,0,0,0,0,0,2,2,0
3624,111,L2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,2,2,0
2791,111,L1,1,0,0,0,0,2,2,0,0,2,1,2,0,2,2,2,2,0,0,0,0,0,0,0,0,2,2,0
3381,112,M,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2500,112,R2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,1,0
217,112,R2,1,0,0,0,0,2,0,0,0,0,0,2,1,2,2,2,2,0,0,0,0,1,3381,0,0,3,3,0
1690,112,L2,1,0,0,0,0,2,0,0,0,0,3,2,1,1,1,2,0,2,0,0,0,1,3351,0,0,0,0,0
3926,112,R2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0
868,112,L2,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,3,1,0,0,2,2500,0,0,1,2,0
772,113,R1,1,0,0,0,0,1,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0
1317,113,M,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0
5951,113,R2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,1,2,0
225,113,L2,1,0,0,0,0,1,0,0,0,0,0,1,2,2,2,2,2,0,0,0,0,0,0,0,0,2,2,0
190,113,L2,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,3,3,0
7719,113,R2,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0
250,114,R2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0
1676,114,M,1,0,1,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,1,0,0,3,250,0,0,1,2,0
2830,114,L2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,2,0
125,114,R1,1,0,0,0,0,1,0,0,0,0,4,0,1,1,0,2,1,1,1,0,0,1,2830,0,0,3,3,0
5943,114,L2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,2,0
1918,114,R2,1,0,0,0,0,0,0,0,0,0,2,1,2,1,1,1,0,1,1,0,0,2,250,0,0,0,1,0
225,114.82,L2,1,0,0,0,0,1,0,0,0,0,4,1,0,2,1,0,2,0,0,0,0,0,0,0,0,3,3,0
3707,114.82,M,1,0,0,0,0,1,0,0,0,1,1,2,2,0,2,1,1,0,0,0,0,1,5084,0,0,3,3,0
217,114.82,L1,1,0,0,0,0,2,0,0,0,0,1,2,1,2,2,2,2,0,0,0,0,0,0,0,0,1,1,0
6401,114.82,L2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,2,2,0
3542,114.82,M,1,0,1,0,0,0,0,0,0,0,3,2,0,0,2,0,0,1,1,0,0,3,6401,0,0,3,3,0
